apg,college,draft_year,gp,mp,mpg,player,ppg,rank,rbg,team,ws,ws_48,yrs
0.3,Louisiana State University,1993,8,27,3.4,Geert Hammink,1.8,26,0.9,ORL,0.1,.089,3
0.0,Georgia Institute of Technology,1993,22,69,3.1,Malcolm Mackey,1.5,27,1.1,PHO,0.1,.036,1
1.4,"California State University, Long Beach",1993,800,15701,19.6,Lucious Harris,7.2,28,2.3,DAL,28.7,.088,12
,Virginia Commonwealth University,1993,,,,Sherron Mills,,29,,MIN,,,
0.5,,1993,307,6729,21.9,Gheorghe Muresan,9.8,30,6.4,WSB,19.0,.136,6
0.4,University of Maryland,1993,23,143,6.2,Evers Burns,2.4,31,1.3,SAC,0.1,.020,1
0.9,Mississippi Valley State University,1993,11,114,10.4,Alphonso Ford,3.2,32,1.8,PHI,-0.4,-0.153,2
0.3,University of Michigan,1993,186,1844,9.9,Eric Riley,3.1,33,2.6,DAL,2.5,.066,5
0.5,Western Kentucky University,1993,40,293,7.3,Darnell Mee,1.9,34,0.9,GSW,-0.1,-0.020,2
0.3,University of Arizona,1993,4,17,4.3,Ed Stokes,0.8,35,1.0,MIA,0.0,-0.077,1
,Tennessee Technological University,1993,,,,John Best,,36,,NJN,,,
6.6,University of Cincinnati,1993,880,28969,32.9,Nick Van Exel,14.4,37,2.9,LAL,55.9,.093,13
,Syracuse University,1993,,,,Conrad McRae,,38,,WSB,,,
,Duke University,1993,,,,Thomas Hill,,39,,IND,,,
0.2,University of Washington,1993,55,512,9.3,Rich Manning,3.3,40,1.7,ATL,-0.3,-0.028,2
,Tulane University,1993,,,,Anthony Reed,,41,,CHI,,,
2.2,University of Kansas,1993,10,97,9.7,Adonis Jordan,2.1,42,0.6,SEA,0.0,-0.015,2
0.5,University of Utah,1993,53,382,7.2,Josh Grant,3.0,43,1.7,DEN,0.5,.060,1
,Baylor University,1993,,,,Alex Holcombe,,44,,SAC,,,
1.3,"California State University, Long Beach",1993,841,19805,23.5,Bryon Russell,7.9,45,3.5,UTA,47.4,.115,13
0.0,"University of California, Los Angeles",1993,22,92,4.2,Richard Petruska,2.4,46,1.4,HOU,0.0,-0.014,1
2.8,Clemson University,1993,579,10052,17.4,Chris Whitney,6.5,47,1.4,SAS,21.2,.101,11
0.2,North Carolina State University,1993,14,58,4.1,Kevin Thompson,0.9,48,0.9,POR,0.0,-0.016,1
,Mississippi Valley State University,1993,,,,Mark Buford,,49,,PHO,,,
,,1993,,,,Marcelo Nicola,,50,,HOU,,,
,University of Delaware,1993,,,,Spencer Dunkley,,51,,IND,,,
0.4,Michigan State University,1993,68,705,10.4,Mike Peplowski,2.9,52,2.6,SAC,1.0,.067,3
,Southern University and A&M College,1993,,,,Leonard White,,53,,LAC,,,
,University of Utah,1993,,,,Byron Wilson,,54,,PHO,,,
2.7,Purdue University,1994,688,25346,36.8,Glenn Robinson,20.7,1,6.1,MIL,39.8,.075,11
8.7,University of California,1994,1391,50111,36.0,Jason Kidd,12.6,2,6.3,DAL,138.6,.133,19
4.1,Duke University,1994,1026,34776,33.9,Grant Hill,16.7,3,6.0,DET,99.9,.138,18
1.4,University of Connecticut,1994,957,25027,26.2,Donyell Marshall,11.2,4,6.7,MIN,59.0,.113,15
2.2,University of Michigan,1994,1208,36654,30.3,Juwan Howard,13.4,5,6.1,WSB,59.4,.078,19
0.6,Clemson University,1994,203,4531,22.3,Sharone Wright,9.7,6,5.0,PHI,1.4,.015,4
1.3,University of California,1994,736,18477,25.1,Lamond Murray,11.3,7,4.1,LAC,19.8,.052,11
1.2,Xavier University,1994,756,21417,28.3,Brian Grant,10.5,8,7.4,SAC,54.5,.122,12
0.4,University of North Carolina,1994,465,8479,18.2,Eric Montross,4.5,9,4.6,BOS,8.5,.048,8
2.9,Temple University,1994,954,32778,34.4,Eddie Jones,14.8,10,4.0,LAL,100.6,.147,14
0.6,Tennessee State University,1994,298,5654,19.0,Carlos Rogers,7.4,11,4.3,SEA,11.1,.095,8
3.2,University of Arizona,1994,277,5837,21.1,Khalid Reeves,7.8,12,2.1,MIA,8.4,.069,6
3.8,University of Michigan,1994,923,27925,30.3,Jalen Rose,14.3,13,3.5,DEN,47.2,.081,13
0.0,George Washington University,1994,110,1002,9.1,Yinka Dare,2.1,14,2.6,NJN,-0.7,-0.033,4
1.0,University of Nebraska,1994,789,14613,18.5,Eric Piatkowski,7.5,15,2.2,IND,31.0,.102,14
0.6,University of Louisville,1994,173,2984,17.2,Clifford Rozier,4.8,16,5.2,GSW,3.9,.063,4
2.7,Temple University,1994,793,19156,24.2,Aaron McKie,7.4,17,3.3,POR,40.0,.100,13
0.5,University of Pittsburgh,1994,113,1570,13.9,Eric Mobley,3.9,18,3.1,MIL,1.1,.034,3
1.2,University of Missouri-Kansas City,1994,156,2222,14.2,Tony Dumas,7.3,19,1.3,DAL,1.3,.027,4
3.2,University of Texas at Austin,1994,55,809,14.7,B.J. Tyler,3.5,20,1.1,PHI,-0.7,-0.039,1
0.9,Providence College,1994,327,5201,15.9,Dickey Simpkins,4.2,21,3.6,CHI,4.7,.044,7
0.4,Boston College,1994,147,1614,11.0,Bill Curley,2.7,22,2.0,SAS,1.6,.047,5
1.7,Auburn University,1994,733,20727,28.3,Wesley Person,11.2,23,3.3,PHO,44.0,.102,11
1.2,University of Notre Dame,1994,456,7624,16.7,Monty Williams,6.3,24,2.8,NYK,11.4,.072,9
1.4,University of Louisville,1994,277,5144,18.6,Greg Minor,6.9,25,2.7,LAC,8.2,.077,5
4.0,Florida State University,1994,630,14080,22.3,Charlie Ward,6.3,26,2.6,NYK,33.0,.113,11
1.7,Oklahoma State University,1994,168,1714,10.2,Brooks Thompson,4.5,27,0.9,ORL,2.0,.057,4
,University of Illinois at Urbana-Champaign,1994,,,,Deon Thomas,,28,,DAL,,,
0.3,Duke University,1994,143,1395,9.8,Antonio Lang,2.3,29,1.5,PHO,1.7,.057,6
3.5,Boston College,1994,786,16013,20.4,Howard Eisley,6.5,30,1.7,MIN,19.5,.058,12
,University of Kentucky,1994,,,,Rodney Dent,,31,,ORL,,,
0.3,Marquette University,1994,401,5927,14.8,Jim McIlvaine,2.7,32,3.1,WSB,9.4,.076,7
0.7,Duquesne University,1994,139,2657,19.1,Derrick Alston,5.4,33,3.8,PHI,2.6,.047,3
0.3,Northwestern Oklahoma State University,1994,4,42,10.5,Gaylon Nickerson,3.8,34,1.3,ATL,0.1,.076,1
1.5,Providence College,1994,449,10552,23.5,Michael Smith,5.6,35,7.1,SAC,23.4,.107,7
,,1994,,,,Andrei Fetisov,,36,,BOS,,,
0.7,University of Cincinnati,1994,114,1146,10.1,Dontonio Wingfield,3.7,37,2.4,SEA,1.8,.074,4
0.7,University of Kansas,1994,133,1395,10.5,Darrin Hancock,3.5,38,1.3,CHH,1.1,.038,3
0.4,Michigan State University,1994,181,1637,9.0,Anthony Miller,2.8,39,2.7,GSW,3.8,.110,8
0.3,University of Oklahoma,1994,11,58,5.3,Jeff Webster,1.6,40,0.6,MIA,0.0,-0.030,1
,,1994,,,,William Njoku,,41,,IND,,,
,University of Tulsa,1994,,,,Gary Collier,,42,,CLE,,,
0.2,St. John's University,1994,105,634,6.0,Shawnelle Scott,1.8,43,2.2,POR,1.3,.101,4
,Indiana University,1994,,,,Damon Bailey,,44,,IND,,,
0.4,University of Louisville,1994,41,395,9.6,Dwayne Morton,4.1,45,1.4,GSW,0.2,.025,1
2.1,University of Minnesota,1994,565,15349,27.2,Voshon Lenard,11.9,46,2.8,MIL,29.6,.093,11
1.1,University of South Carolina,1994,102,1248,12.2,Jamie Watson,3.2,47,1.5,UTA,1.2,.045,4
,University of Missouri,1994,,,,Jevon Crudup,,48,,DET,,,
,Benedict College,1994,,,,Kris Bruton,,49,,CHI,,,
0.0,University of Georgia,1994,3,7,2.3,Charles Claxton,0.7,50,0.7,PHO,0.0,-0.179,1
0.6,Ohio State University,1994,318,4726,14.9,Lawrence Funderburke,6.4,51,3.6,SAC,12.9,.131,7
2.8,University of Houston,1994,266,4951,18.6,Anthony Goldwire,6.3,52,1.3,PHO,6.4,.062,8
,University of Texas at Austin,1994,,,,Albert Burditt,,53,,HOU,,,
0.4,,1994,215,3280,15.3,Zeljko Rebraca,5.9,54,3.2,SEA,8.3,.121,5
1.0,University of Maryland,1995,1030,27022,26.2,Joe Smith,10.9,1,6.4,GSW,60.3,.107,16
1.3,University of Alabama,1995,1015,28053,27.6,Antonio McDyess,12.0,2,7.5,LAC,69.8,.119,15
3.3,University of North Carolina,1995,970,30222,31.2,Jerry Stackhouse,16.9,3,3.2,PHI,52.4,.083,18
1.8,University of North Carolina,1995,1109,36243,32.7,Rasheed Wallace,14.4,4,6.7,WSB,105.1,.139,16
3.8,,1995,1410,49620,35.2,Kevin Garnett,18.3,5,10.2,MIN,190.0,.184,20
1.6,Oklahoma State University,1995,395,12071,30.6,Bryant Reeves,12.5,6,6.9,VAN,13.0,.052,6
6.1,University of Arizona,1995,878,29106,33.2,Damon Stoudamire,13.4,7,3.5,TOR,55.4,.091,13
1.0,Michigan State University,1995,172,2350,13.7,Shawn Respert,4.9,8,1.3,POR,2.1,.043,4
0.8,"University of California, Los Angeles",1995,128,2062,16.1,Ed O'Bannon,5.0,9,2.5,NJN,1.1,.025,2
1.1,Texas Christian University,1995,1110,27160,24.5,Kurt Thomas,8.1,10,6.6,MIA,64.2,.114,18
1.0,Ohio University,1995,506,9866,19.5,Gary Trent,8.6,11,4.5,MIL,23.2,.113,9
0.6,Duke University,1995,472,7459,15.8,Cherokee Parks,4.4,12,3.6,DAL,11.8,.076,9
1.2,University of Arkansas,1995,822,18749,22.8,Corliss Williamson,11.1,13,3.9,SAC,34.7,.089,12
1.4,Providence College,1995,658,15731,23.9,Eric Williams,8.6,14,3.3,BOS,23.2,.071,12
3.2,Oregon State University,1995,912,23643,25.9,Brent Barry,9.3,15,3.0,DEN,70.5,.143,14
0.6,Indiana University,1995,652,13780,21.1,Alan Henderson,7.8,16,5.0,ATL,28.0,.097,12
3.8,Florida State University,1995,657,15597,23.7,Bob Sura,8.6,17,3.4,CLE,28.3,.087,10
0.6,University of Wyoming,1995,810,20500,25.3,Theo Ratliff,7.2,18,5.7,DET,47.9,.112,16
1.0,Wake Forest University,1995,51,405,7.9,Randolph Childress,2.4,19,0.5,DET,-0.2,-0.026,2
0.9,University of Alabama,1995,462,9045,19.6,Jason Caffey,7.3,20,4.4,CHI,13.5,.072,8
2.9,University of Wisconsin,1995,1103,37996,34.4,Michael Finley,15.7,21,4.4,PHO,85.2,.108,15
0.2,"University of California, Los Angeles",1995,135,1328,9.8,George Zidek,3.4,22,2.1,CHH,0.8,.029,3
3.5,Georgia Institute of Technology,1995,708,15150,21.4,Travis Best,7.6,23,1.8,IND,30.9,.098,10
0.6,Iowa State University,1995,140,2044,14.6,Loren Meyer,4.6,24,3.4,DAL,0.5,.012,3
0.3,University of Memphis,1995,118,1156,9.8,David Vaughn,2.9,25,3.1,ORL,0.6,.026,4
0.2,University of Illinois at Chicago,1995,28,139,5.0,Sherell Ford,3.2,26,0.9,SEA,0.4,.124,1
0.4,Arizona State University,1995,68,606,8.9,Mario Bennett,4.0,27,2.7,PHO,1.9,.153,4
0.6,University of Kansas,1995,756,14753,19.5,Greg Ostertag,4.6,28,5.5,UTA,33.8,.110,11
2.7,University of Virginia,1995,307,4847,15.8,Cory Alexander,5.5,29,1.6,SAS,3.0,.030,7
0.3,University of Massachusetts Amherst,1995,66,479,7.3,Lou Roe,2.0,30,1.4,DET,0.0,-0.001,2
0.7,,1995,43,598,13.9,Dragan Tarlac,2.4,31,2.8,CHI,-0.2,-0.016,1
1.5,University of Texas at Austin,1995,36,405,11.3,Terrence Rencher,2.9,32,1.2,WSB,-0.2,-0.021,1
0.2,University of Virginia,1995,61,495,8.1,Junior Burrough,3.1,33,1.8,BOS,-0.2,-0.018,1
0.6,University of Florida,1995,587,9847,16.8,Andrew DeClercq,4.8,34,4.2,GSW,19.3,.094,10
1.4,University of Michigan,1995,64,890,13.9,Jimmy King,4.5,35,1.8,TOR,0.0,.001,2
1.5,Syracuse University,1995,119,1814,15.2,Lawrence Moten,6.3,36,1.5,VAN,0.0,.001,3
0.5,Western Carolina University,1995,13,79,6.1,Frankie King,2.1,37,1.2,LAL,0.0,.025,2
,University of Wisconsin,1995,,,,Rashard Griffith,,38,,MIL,,,
0.3,University of Connecticut,1995,119,919,7.7,Donny Marshall,2.5,39,1.0,CLE,0.9,.045,5
0.3,Jackson State University,1995,8,122,15.3,Dwayne Whitfield,5.0,40,3.1,GSW,0.0,.010,1
,Duke University,1995,,,,Erik Meek,,41,,HOU,,,
0.5,University of Colorado,1995,30,195,6.5,Donnie Boyce,2.6,42,0.8,ATL,-0.3,-0.064,2
5.0,Michigan State University,1995,846,23132,27.3,Eric Snow,6.8,43,2.5,MIL,43.4,.090,13
,"California State University, Fresno",1995,,,,Anthony Pelle,,44,,DEN,,,
,Providence College,1995,,,,Troy Brown,,45,,ATL,,,
,University of Texas at El Paso,1995,,,,George Banks,,46,,MIA,,,
4.0,"University of California, Los Angeles",1995,226,4743,21.0,Tyus Edney,7.6,47,1.7,SAC,6.8,.068,4
1.3,Texas Tech University,1995,230,3681,16.0,Mark Davis,5.5,48,3.0,MIN,2.3,.030,5
1.7,University of Pennsylvania,1995,117,1305,11.2,Jerome Allen,2.9,49,1.1,MIN,0.2,.006,2
0.3,Seward County Community College,1995,25,239,9.6,Martin Lewis,3.6,50,1.4,GSW,0.1,.026,2
,,1995,,,,Dejan Bodiroga,,51,,SAC,,,
1.6,Iowa State University,1995,541,9978,18.4,Fred Hoiberg,5.4,52,2.7,IND,27.6,.133,10
,University of Miami,1995,,,,Constantin Popa,,53,,LAC,,,
,,1995,,,,Aurelijius Zukauskas,,54,,SEA,,,
0.0,University of New Orleans,1995,1,4,4.0,Michael McDonald,0.0,55,1.0,GSW,-0.1,-0.638,1
1.0,Southern Illinois University,1995,297,4505,15.2,Chris Carr,6.7,56,2.2,PHO,3.9,.042,6
0.4,Purdue University,1995,7,32,4.6,Cuonzo Martin,1.3,57,0.4,ATL,-0.1,-0.151,2
0.4,Georgetown University,1995,403,5374,13.3,Don Reid,3.6,58,2.9,DET,13.7,.123,8
6.2,Georgetown University,1996,914,37584,41.1,Allen Iverson,26.7,1,3.7,PHI,99.0,.126,14
1.9,University of Massachusetts Amherst,1996,973,28684,29.5,Marcus Camby,9.5,2,9.8,TOR,81.6,.137,17
2.5,University of California,1996,830,28882,34.8,Shareef Abdur-Rahim,18.1,3,7.5,VAN,71.2,.118,12
7.6,Georgia Institute of Technology,1996,846,31891,37.7,Stephon Marbury,19.3,4,3.0,MIL,77.5,.117,13
3.4,University of Connecticut,1996,1300,46344,35.6,Ray Allen,18.9,5,4.1,MIN,145.1,.150,18
3.5,University of Kentucky,1996,893,31531,35.3,Antoine Walker,17.5,6,7.7,BOS,38.1,.058,12
0.8,University of Memphis,1996,778,18535,23.8,Lorenzen Wright,8.0,7,6.4,LAC,30.5,.079,13
2.6,Villanova University,1996,507,16929,33.4,Kerry Kittles,14.1,8,3.9,NJN,44.8,.127,8
0.6,University of Louisville,1996,445,7612,17.1,Samaki Walker,5.3,9,4.7,DAL,14.2,.089,10
0.8,Mississippi State University,1996,987,24003,24.3,Erick Dampier,7.4,10,7.1,IND,52.7,.105,16
0.2,North Carolina State University,1996,225,2500,11.1,Todd Fuller,3.7,11,3.0,GSW,2.2,.041,5
0.7,Wright State University,1996,610,11608,19.0,Vitaly Potapenko,6.5,12,4.5,CLE,15.5,.064,11
4.8,,1996,1279,46744,36.5,Kobe Bryant,25.4,13,5.3,CHH,173.2,.178,19
1.8,,1996,804,26966,33.5,Peja Stojakovic,17.0,14,4.7,SAC,82.6,.147,13
8.5,Santa Clara University,1996,1217,38069,31.3,Steve Nash,14.3,15,3.0,PHO,129.7,.164,18
1.9,University of Kentucky,1996,545,11702,21.5,Tony Delk,9.1,16,2.5,CHH,19.5,.080,10
1.4,,1996,1011,27364,27.1,Jermaine O'Neal,13.2,17,7.2,POR,66.0,.116,18
0.7,Syracuse University,1996,381,6143,16.1,John Wallace,7.6,18,2.8,NYK,6.4,.050,7
1.1,University of Kentucky,1996,593,10374,17.5,Walter McCarty,5.2,19,2.6,NYK,13.7,.064,10
1.1,,1996,843,22965,27.2,Zydrunas Ilgauskas,13.0,20,7.3,CLE,66.3,.139,13
0.3,Mississippi State University,1996,15,91,6.1,Dontae' Jones,2.9,21,0.6,NYK,-0.3,-0.175,1
0.4,University of Alabama,1996,137,2309,16.9,Roy Rogers,4.8,22,3.5,VAN,1.7,.035,3
0.2,,1996,35,144,4.1,Efthimi Rentzias,1.5,23,0.7,DEN,0.2,.058,1
3.0,University of Arkansas at Little Rock,1996,1287,32719,25.4,Derek Fisher,8.3,24,2.1,LAL,62.3,.091,18
0.6,,1996,83,951,11.5,Martin Muursepp,4.7,25,2.2,UTA,2.0,.100,2
0.8,Georgetown University,1996,587,12755,21.7,Jerome Williams,6.6,26,6.4,DET,37.9,.143,9
0.8,Indiana University,1996,102,1097,10.8,Brian Evans,3.7,27,1.6,ORL,1.7,.076,3
0.4,Central State University,1996,74,525,7.1,Priest Lauderdale,3.4,28,1.9,ATL,-0.8,-0.074,2
0.6,University of Connecticut,1996,371,4566,12.3,Travis Knight,3.4,29,3.1,CHI,7.9,.083,7
0.6,Georgetown University,1996,709,13924,19.6,Othella Harrington,7.4,30,4.4,HOU,23.1,.080,12
0.6,Washington State University,1996,114,1508,13.2,Mark Hendrickson,3.3,31,2.8,PHI,2.1,.067,4
,University of Oklahoma,1996,,,,Ryan Minor,,32,,PHI,,,
2.8,University of West Florida,1996,445,7640,17.2,Moochie Norris,5.1,33,2.0,MIL,10.0,.063,9
,West Virginia State University,1996,,,,Shawn Harvey,,34,,DAL,,,
,University of Arizona,1996,,,,Joseph Blair,,35,,SEA,,,
,University of Connecticut,1996,,,,Doron Sheffer,,36,,LAC,,,
4.4,University of North Carolina,1996,576,15927,27.7,Jeff McInnis,9.4,37,2.0,DEN,23.1,.070,11
0.2,University of Tennessee,1996,35,268,7.7,Steve Hamer,2.2,38,1.7,BOS,0.2,.031,1
,University of Iowa,1996,,,,Russ Millard,,39,,PHO,,,
,Mississippi Valley State University,1996,,,,Marcus Mann,,40,,GSW,,,
0.3,Texas Tech University,1996,14,108,7.7,Jason Sasser,2.1,41,1.1,SAC,0.0,-0.014,2
2.0,Louisiana State University,1996,203,2684,13.2,Randy Livingston,3.8,42,1.4,HOU,2.3,.041,11
0.1,University of Arizona,1996,40,154,3.9,Ben Davis,1.4,43,1.3,PHO,0.1,.040,4
0.8,Drexel University,1996,813,13404,16.5,Malik Rose,6.2,44,4.1,CHH,26.5,.095,13
,Colorado State University,1996,,,,Joe Vogel,,45,,SEA,,,
0.9,Murray State University,1996,27,229,8.5,Marcus Brown,3.4,46,0.8,POR,0.3,.066,2
,Arizona State University,1996,,,,Ron Riley,,47,,SEA,,,
0.7,Michigan State University,1996,201,4316,21.5,Jamie Feick,4.5,48,7.1,PHI,8.2,.091,5
0.3,Marquette University,1996,114,968,8.5,Amal McCaskill,1.8,49,1.9,ORL,0.5,.024,4
,University of Georgia,1996,,,,Terrell Bell,,50,,HOU,,,
1.4,Western Kentucky University,1996,76,1095,14.4,Chris Robinson,4.6,51,1.5,VAN,-0.1,-0.003,2
0.4,University of Kentucky,1996,153,1634,10.7,Mark Pope,1.9,52,1.7,IND,1.3,.038,6
0.2,University of Wisconsin-Green Bay,1996,13,48,3.7,Jeff Nordgaard,1.4,53,1.1,MIL,0.0,.043,1
1.4,University of Georgia,1996,719,15946,22.2,Shandon Anderson,7.4,54,3.1,UTA,23.6,.071,10
,Louisiana State University,1996,,,,Ronnie Henderson,,55,,WSB,,,
1.1,University of Arizona,1996,101,931,9.2,Reggie Geary,2.1,56,0.8,CLE,0.6,.032,2
1.9,Georgia Institute of Technology,1996,60,598,10.0,Drew Barry,2.2,57,1.1,SEA,0.6,.051,3
,University of Arkansas,1996,,,,Darnell Robinson,,58,,DAL,,,
3.1,Wake Forest University,1997,1291,44745,34.7,Tim Duncan,19.7,1,11.1,SAS,195.9,.210,18
1.6,University of Utah,1997,575,18150,31.6,Keith Van Horn,16.0,2,6.8,PHI,41.7,.110,9
5.4,University of Colorado,1997,1043,33008,31.6,Chauncey Billups,15.2,3,2.9,BOS,120.8,.176,17
3.4,Bowling Green State University,1997,872,19671,22.6,Antonio Daniels,7.6,4,1.8,VAN,47.0,.115,13
0.6,Texas Tech University,1997,837,17649,21.1,Tony Battie,6.1,5,5.1,DEN,36.4,.099,14
2.1,University of Kentucky,1997,432,13418,31.1,Ron Mercer,13.6,6,3.1,BOS,9.4,.034,8
1.5,Villanova University,1997,824,21336,25.9,Tim Thomas,11.5,7,4.1,NJN,35.2,.079,13
0.5,Colgate University,1997,733,13060,17.8,Adonal Foyle,4.1,8,4.7,GSW,18.7,.069,12
4.4,,1997,938,30658,32.7,Tracy McGrady,19.6,9,5.6,TOR,97.3,.152,15
0.7,University of Cincinnati,1997,440,8832,20.1,Danny Fortson,8.2,10,7.2,MIL,22.3,.121,10
1.1,San Jose State University,1997,236,4807,20.4,Tariq Abdul-Wahad,7.8,11,3.3,SAC,3.5,.035,6
1.0,Providence College,1997,659,11480,17.4,Austin Croshere,6.8,12,4.0,IND,27.6,.115,12
3.4,University of Kentucky,1997,615,17975,29.2,Derek Anderson,12.0,13,3.2,CLE,43.9,.117,11
1.2,University of Michigan,1997,534,13324,25.0,Maurice Taylor,11.0,14,4.6,LAC,9.9,.036,9
0.5,Iowa State University,1997,541,10617,19.6,Kelvin Cato,5.5,15,5.3,DAL,28.6,.129,10
6.1,Stanford University,1997,729,18176,24.9,Brevin Knight,7.3,16,2.4,CLE,32.6,.086,12
0.5,University of Tennessee at Chattanooga,1997,54,866,16.0,Johnny Taylor,4.7,17,2.2,ORL,0.1,.007,3
0.8,,1997,155,2157,13.9,Chris Anstey,5.2,18,3.4,POR,2.8,.062,3
0.4,University of Kansas,1997,506,8372,16.5,Scot Pollard,4.4,19,4.6,DET,26.6,.153,11
0.2,University of Wisconsin,1997,16,111,6.9,Paul Grant,1.8,20,1.1,MIN,-0.1,-0.043,2
2.3,Bradley University,1997,494,13752,27.8,Anthony Parker,9.1,21,3.2,NJN,24.5,.085,9
0.8,University of California,1997,60,809,13.5,Ed Gray,6.2,22,1.2,ATL,0.1,.009,2
2.6,University of Minnesota,1997,755,16790,22.2,Bobby Jackson,9.7,23,3.1,SEA,31.4,.090,12
1.7,University of Southern California,1997,72,1234,17.1,Rodrick Rhodes,5.3,24,1.2,HOU,-1.6,-0.064,3
0.3,University of Minnesota,1997,208,2253,10.8,John Thomas,2.7,25,2.1,NYK,3.2,.067,5
0.9,University of New Mexico,1997,142,1973,13.9,Charles Smith,5.1,26,1.4,MIA,1.5,.036,5
2.5,University of Kansas,1997,776,12658,16.3,Jacque Vaughn,4.5,27,1.3,UTA,15.4,.058,12
0.9,University of Maryland,1997,45,449,10.0,Keith Booth,2.9,28,2.2,CHI,-0.8,-0.080,2
,University of North Carolina,1997,,,,Serge Zwikker,,29,,HOU,,,
,University of Washington,1997,,,,Mark Sanford,,30,,MIA,,,
0.6,"University of California, Los Angeles",1997,48,399,8.3,Charles O'Bannon,2.5,31,1.4,DET,0.6,.070,2
0.0,"California State University, Long Beach",1997,19,92,4.8,James Cotton,2.6,32,0.8,DEN,0.0,.008,2
0.3,,1997,44,216,4.9,Marko Milic,2.5,33,0.7,PHI,0.2,.047,2
0.9,Austin Peay State University,1997,39,395,10.1,Bubba Wells,3.3,34,1.7,DAL,0.1,.013,1
0.1,"California State University, Bakersfield",1997,15,110,7.3,Kebu Stewart,2.7,35,2.1,PHI,0.2,.098,1
0.1,Florida State University,1997,23,103,4.5,James Collins,2.6,36,0.6,PHI,0.0,.008,1
0.8,Temple University,1997,387,7572,19.6,Marc Jackson,8.4,37,4.3,GSW,13.0,.082,7
0.7,Tulane University,1997,54,632,11.7,Jerald Honeycutt,5.1,38,1.9,MIL,0.3,.020,2
2.9,College of Charleston,1997,793,15552,19.6,Anthony Johnson,5.6,39,1.7,SAC,23.2,.072,13
,Georgia Institute of Technology,1997,,,,Eddie Elisma,,40,,SEA,,,
0.3,Villanova University,1997,17,80,4.7,Jason Lawson,1.5,41,1.6,DEN,0.5,.280,1
3.1,Butler County Community College,1997,858,27398,31.9,Stephen Jackson,15.1,42,3.9,PHO,36.1,.063,14
,West Virginia University,1997,,,,Gordon Malone,,43,,MIN,,,
1.6,University of Memphis,1997,260,6182,23.8,Cedric Henderson,7.3,44,2.9,CLE,3.3,.026,5
1.8,Providence College,1997,20,146,7.3,God Shammgod,3.1,45,0.4,WAS,-0.1,-0.049,1
1.0,University of Alabama,1997,104,2300,22.1,Eric Washington,6.9,46,2.1,ORL,0.1,.002,2
4.1,Villanova University,1997,460,12610,27.4,Alvin Williams,9.0,47,2.5,POR,21.7,.082,9
0.8,,1997,278,5542,19.9,Predrag Drobnjak,7.9,48,3.5,WAS,5.6,.048,4
,,1997,,,,Alain Digbeu,,49,,ATL,,,
0.6,Marquette University,1997,252,3985,15.8,Chris Crawford,6.6,50,2.2,ATL,6.5,.078,7
1.6,University of Louisville,1997,80,740,9.3,DeJuan Wheat,3.3,51,0.7,LAL,0.5,.034,2
,Indian Hills Community College,1997,,,,C.J. Bruton,,52,,VAN,,,
,Gonzaga University,1997,,,,Paul Rogers,,53,,LAL,,,
0.8,University of Pittsburgh,1997,605,13981,23.1,Mark Blount,8.2,54,4.6,SEA,18.8,.065,9
,,1997,,,,Ben Pepper,,55,,BOS,,,
,University of Oklahoma,1997,,,,Nate Erdmann,,56,,UTA,,,
,,1997,,,,Roberto Duenas,,57,,CHI,,,
0.7,University of the Pacific,1998,500,13129,26.3,Michael Olowokandi,8.3,1,6.8,LAC,2.5,.009,9
5.5,University of Arizona,1998,1001,33962,33.9,Mike Bibby,14.7,2,3.1,VAN,73.2,.104,14
1.1,University of Kansas,1998,563,14545,25.8,Raef LaFrentz,10.1,3,6.1,DEN,39.4,.130,10
1.6,University of North Carolina,1998,1083,37638,34.8,Antawn Jamison,18.5,4,7.5,TOR,87.8,.112,16
3.6,University of North Carolina,1998,1186,39876,33.6,Vince Carter,19.7,5,4.8,GSW,116.0,.140,17
0.7,University of Michigan,1998,438,6243,14.3,Robert Traylor,4.8,6,3.7,DAL,13.3,.102,7
5.9,University of Florida,1998,788,23188,29.4,Jason Williams,10.5,7,2.3,SAC,38.5,.080,12
3.1,Saint Louis University,1998,727,22368,30.8,Larry Hughes,14.1,8,4.2,PHI,32.3,.069,13
2.6,,1998,1226,43729,35.7,Dirk Nowitzki,22.4,9,8.0,MIL,188.9,.207,17
3.8,University of Kansas,1998,1216,43492,35.8,Paul Pierce,21.0,10,5.9,BOS,146.8,.162,17
2.1,Ball State University,1998,591,15133,25.6,Bonzi Wells,12.1,11,4.6,DET,29.4,.093,10
0.6,University of Utah,1998,587,8789,15.0,Michael Doleac,4.9,12,3.3,ORL,12.7,.070,10
0.9,"University of Nevada, Las Vegas",1998,353,7971,22.6,Keon Clark,8.2,13,5.9,ORL,18.2,.110,6
2.6,University of Arizona,1998,212,7490,35.3,Michael Dickerson,15.4,14,2.9,HOU,9.6,.061,5
1.4,Georgia Institute of Technology,1998,665,17584,26.4,Matt Harpring,11.5,15,5.1,ORL,41.9,.114,11
2.2,Valparaiso University,1998,243,3970,16.3,Bryce Drew,4.4,16,1.2,HOU,2.4,.030,6
1.0,,1998,811,17983,22.2,Rasho Nesterovic,6.8,17,5.1,MIN,39.9,.107,12
0.3,,1998,17,90,5.3,Mirsad Turkcan,1.9,18,1.9,HOU,0.0,-0.019,1
